Timestamp,Price (Cents),Volume,Change
2026-01-21 14:55:34,70,1320,0
2026-01-21 14:55:44,70,1320,0
2026-01-21 14:55:54,70,1320,0
2026-01-21 14:56:04,70,1320,0
2026-01-21 14:56:14,70,1320,0
2026-01-21 14:57:20,70,1320,0
